text,label
thank you,1
new moon trailer yayaya taylor lautner is h o t  and if i married him id be mrs taylor lautner,1
oops i have a homeworks to do lazy,0
aw the housekeeper got stuck in the elevator,0
i sent u a tweet yesterday but i dont know why it didnt work  i guess youre sleeping right now i am working soon noon,0
up heading to wawa before work at acme hungry,1
dont think its broken then so thats good put icefrozen peas on it lol it will always play up now got a weakness in it,0
just say no,0
watching lady and the tramp again and talking to c,1
this link isnt active anymore no picture,0
rainy and busybut it is friday,1
is excited for her bbycks sunglasses to comee,1
on my to dads restuarannt   yeuuh juicy ribs,1
sad about ed mcmahon,0
im on leave this whole week till next tuesday,1
going to get some food down stairs,1
in a local pub watching a local group  the savages,0
cant clean her room when shes not listening to britney how depressing,0
eskhostingcom,1
feels great to see the g statusyup g hs finally arrivdpity i cant use it on ma iphone,0
i cant buy the album im sad  reason australia need i say more congrats tho and all the best of luck lt,0
if i want to enjoy  tomorrow i think i should stay in bed till saturday  pm,0
dinner at dicks last night of beach week,0
im leaving for my crosscountry road trip in the morning and im already missing my bean girls,0
,1
bought so much holiday stuff day dont think my suitcase is big enuf tho  its so pretty aswell got a new sleeping bag for t aswell,0
ahhh i know how you feel bbz awesomee  nopes i havnt saw the second one neither want to tho  xxxxxxxxxx,1
enjoyed reminiscing at jills party last night,1
no prob on the sunheading your way btw a little restriction is exactly what i needi have no self control lately,0
i miss you,0
looks like my phone is broken,0
looks like i will have to check this out thanks tim,1
theres a mini carnival at eastridge    my team is strong,1
rest in peace miss millie cat,0
fckin history hw thats what i get for waiting this long,0
back from watching the  in glorious sunshine its boiling prepping the bbq for meatfeast,1
close to finish reading my next book,1
im so jealous mountains are my favorite i told you thered be tumbleweeds,1
is out  then work,0
i sing take a bow by rihanna    i sing take a bow by rihanna   fill my time with singing and playing guitar,1
just when i think i cannot feel anymore respect and admiration for  i watch this interview he posted sigh,1
late reply thank you im glad i have your support,1
settling down to watch st trinians in bed  love,1
still at workkkk,0
pm friday head ache painarghhh its my weekend not time to be sick,0
why,0
need to get an intel based mac st   but this impacts on dual core vs quad choice latter probably better for virtualization,1
soggy pancake not good,0
on layover in mia waiting for leg to gcm nathans hotdog and two chards were awesome,1
ah bugger,0
im recovering tonite hun so no chatting for me,0
darn its hot,0
why dont we have cool mylarfoil balloons,0
i need a new job im so tired of the bull but i finally stuck up for myself,1
whywhywhy im sorry,0
todayilived,1
das concert from my view von ihm war aus dsseldorf,1
if you need to cool down when you are in nj   and i will take you to wawa,1
french final done  ready for summer,1
drink hot tea or rasa peppermint or hot lemon squash yum ntar sore throatnya aga berkurang dikit,1
agreed,1
the law of attraction the secret  a must see  step video to our mental health,1
excited that wristcutters is finally on on demand,1
lmao its ok i got your back,1
thanks,1
the question is does he know how to use it,1
i was appreciating perspective in the shot,1
damn i want this where i can put a preorder,1
yep all the time its not real work cos i do it at home,0
i would love to thank all of my new followers i had so many follow i have to write a huge thanks to all talk with you all soon,1
i could do wit,1
you go when im not working,0
hahaha doing a quotreasearchquot paper  haha dang today was crazy in the forum ufffffffffff,1
being home alone all day kinda blowsss especially when i have to clean the house  lamesauce,0
am grandthe long weekend is hereyay  and u,1
had a fabulous weekend in melbourne  sings slightly embarrassing song in head,1
if you find out the answer to that please share it pretty please,1
i wish ima be stuck in columbus,0
is still feelin low,0
lol really but it was on the discovery channel and everything what a world this has come to,0
everyone is gonecause they hate me,0
sleepyy   i duno  i dont wanna go to beeed,0
tomorrow is the beginning of a new module tmk hope itll be easier than mkk,1
have sent the pdf file hope you like it,1
or add noise via the filters dialog in the pi to add non destructive always editable noise effects,1
hello everyone,1
it was at walmart quite randomly and pretty cheep too so we decided to give it a go,1
tshirt and tote bagunderstated but comfy guess its ok for slow sunday,1
clean me,0
off on my bike,1
i finally finished the little prince soo good,1
gilmore girls,1
thanks for the followfriday mention,1
you crack me up even sleepy get your freak on girl,1
hey michael long time no tweet just poppin in to say hello,1
holiday soooooooooon,1
watching mall cop,1
morning,1
miss you too,1
last full day in arubadamn you livenation curse u to hell,0
watching old school cartoons and trying to sleep but cant stop thinking about what will go down on tuesday,1
wow i wish i could actually go to one f ur concerts except idk how to find ur showtimes,0
the best saturday with the girls and now  relax  xoxo,1
good morning wish u will have a nice sunday,1
just saying hi in the twitter timeline,1
they do dont they,1
my dating buddys not here,0
listening to mcfly she left me    lovely,1
why do they always have to show make out scenes with very handsome guys it isnt fair so lonely  oh well ill find one someday,0
gah got banned again on habbo,0
doing up a new blogskin,1
ooh pause on the war we got vips coming now how real is that,0
headed back to dallas  days home until europe  great i have to start packing for that when i get home,1
its super hot outside i miss michigan,0
but u get to sing that twist my hair song,1
nawww  congratulations lynz and gerard on bandit lee i honestly couldnt be happier for you,1
sorry to hear that cyber hug,0
pls follow  your better music internet radiostation,1
is at home bleck,0
i am lost please help me find a good home,0
yeah but couldnt get into it with wow played city of heroes for a good bit loved that now im too poor to play,0
carlton better get on it i just lapped him   followers as of this morning  travis im comin for ya,1
hey guys hows it hangin not much news but one of my bffs just cracked a rib kind of feel sorry  her i just got the sickest beats of ti,1
shit i lost my hk debit card,0
it just hit me that i am leaving conti     boooooooo,0
nothing new just reading amp watching tv its very hot in alex too  the humidity hate it,0
then we have dogtoberfest this beer caught me by surprise i took a sip and instantly i was at  german beerfest in beieren eu,1
jesslt what happened  you know im here for you,0
i can take a hint,0
theyre both dead,0
thxi told u aesop rock is pretty dopehes kinda underground  the most partbut hes got some amazing stuffstay fly,1
is terribly excited about the upcoming harry potter movie  the trailer rocksi can only imagine how cool the movies going to be,1
bored bored bored waiting for asda to deliver my shoppingi cant even sit in the garden as i wont be able to hear the door,0
im going to be productive and read a book breaking dawn i think its a good book,1
hitch your wagon to a starralph waldo emerson or your wheelchair walker mind yourself whatever,1
hes been talking about it for a couple years   doesnt help that others around him are in or ex that he talks to,0
i just realised i got cheated by hang ten,0
oh its a tough phase bet my granddaughter will be starting soon,0
parents are leaving tonight nothing to do  i hate being ignored,0
lolllllll yess that was yesterdayi would meet her after i was soaked from the rain  but sunday u an i texted u,0
i couldnt get thru min of that piece of shit movie,0
ask then,1
is just gettin used to twitter miss my facebook,0
omg marlee much closer to marcia at  then alice ever no worries,1
just back from germany  i miss it,0
my teachers goodbye party is tomorrow,0
ok wrong info regular classes in ateneo still start on june,1
sweet sweet dreams,1
either coming home this friday until the  or coming home june  for good  uhhh,1
not on my touch either,0
my body is currently under attack by mosquitos they want my blood,0
if youre kanye can i be diddy or fiddy when were in boston,1
good morning xoxo still not feel very well,0
listening to classical music in jamies car whild blowing bubbles out the window  one good break,1
ha i like itvery coolshame about the straw right enough lol catch ya later,1
forgot its national running day and ran inside  im scared to do outdoor runs lately because of my stomach  mi min   cooldown,0
you watch far too much tv,1
yupthe weather has been terrible lately  hurricane season sux,0
gro shall be in town in a matter of hours  wicked stoked,1
is at the house,1
aww i would love to be one of them,0
happy hour seems like an appropriate activity  my sister graduates from high school tonight so i will miss happy hour,0
i believe its still running the old exchange server  version not surprising it does not work,0
im so sorry about your grandma  mine was gone when i was  so im glad youve had these extra years with yours,0
i do and i shall cherish every moment until summer school,0
yes but unfortunately i cannot aid you all in your cause as i am not from the uk and so cannot vote,0
im kinda thinkin u mite b a nympho but i feel its a healthy addiction,1
dude took my seat,0
were having a traumatic time trying to find somewhere to rent  doesnt help that work is stressing me out,0
is very upset,0
are we heading to another service its not showing up live for me,0
i misss you so ima call ya later so we can chat,0
prom is tonight finally getting excited,1
nope ive got a really rubbish lg viewty id get an iphone but it wont work on three,0
yeah i did haha rd episode is up as well,1
i need to step my spanish game up asap jose luis is interesting but i dont know what they be fighting for,0
is bored out of her friggin mind,0
its raining and its cold and i wanna sleep and other things too shoot i want my beeeed,0
no still waiting  looked into a manual update but it sounded a little on the risky side best improvement,0
im good catching up with assignments thoughnot funny  what u up to,0
ok you win on that point,0
well  thing down plenty more dental work ahead   ugh cant wait untill im done with everything,0
dog seems okay so far gave her some crackers and green beans she likes them so shes got something in her tummy poor dog,0
wasting more time trying to figure out quotselective twitterquot for facebook,0
good morning germany,1
out n about in denver today,1
i agree on the star trek movie although ive never seen a single episode it looks epic  also goodnight lt,1
sorry i fell asleep  im sowwwwwwwwwwwwwwwi i tried mks filthy talks wore me out,0
the prize was to have your fave ff member follow you on twitter  only  more days did you preorder,1
taking best friend to the doctor bella obviously,0
backouch,0
you should go then tell us what you thought of it,1
is up way too early,0
argh i have decided my laptop hates me,0
ooh so youre joining me  dad started night shift,1
hugs sorry to hear most medics are morons we should be receiving better treatment than this good luck amp take care x,0
ah that sucks,0
just had our last real day of school  clave your page in my yearbook is getting cold,0
i should so straighten my hair right now but damnit im feelin lazy,0
chillen at trixs house  waiting til the clock strikes pm to pick up the kids lol,1
please upload photos onto the fb formal group pls make my life easier,0
cheer up buddy,0
nearly everybody gets twitterpated in the springtime,1
about to interview players nerves gettin the better of me again,0
laying down in bed  text me before i go to sleep,1
time to head out of the studio early today we are still a bit hungover from last night,0
work is overtime  watch the lakers go,1
bought a jacket nd dyin  a puppy i want a blck morkie soo cute brii nd i died wen we say it soo sweet fun times missed  tho,0
lthow come i still dont have one,0
dont have internet for  days damn,0
thanks  i love the word crikey its like my sayin,1
plan for today have a bath get ready eat get to the garden amp get drunk  and then tomorrow its my bday at last,1
grr i know and especially mu tutorials its like damn i just put all this on for no reason,0
having a movie night with my friends,1
demooooooooonio,1
i look like a fish today,0
is  work,0
ok see you at da climbing,1
enjoying a quiet saturday eve at home  need the rest,1
hey i wouldnt mind being old if time travel was an option  id kidnap myself as a baby to see what happened,1
if i contact you  year from you and mention hyderabad then you will remember me correct,1
youll need all those fingers for crossing have you heard the news about,0
bummers nyquil works pretty good too feel better,0
i dont want to go,0
lisa hannigan is on at starbs its bringing me back to ireland,0
wow chaneles nephew passed away yesterday he was part of a drive by and got shot  times for no reason and she still came to work,0
no youre not,1
yeah so no shopping for a while haha  how was your shopping  xxx,0
my head hurtss,0
where are u going girl,0
in paris till friday,1
quite a lot more than a lakh,0
very sweet hope you two are having a delicious evening together,1
totally missing it  cry,0
smilinghard  good morning,1
thats so good of you kins unfortunately in the words of darcy quotmy good opinion once lost is lost foreverquot,0
thank u but i dunno how u look so i cant confirm that,0
soooooo tiredddd i need to convince ahleah to make me food  thanks for being my best friend,1
i miss my kitty had to take her home,0
nectar suck cooterits all linked,1
the air france plane doesnt sound good,0
didnt get to go out jogging today,0
im gonna cuddle with my dog and play donkey kong my life is pathetic,1
wow people are actually following me hi all will try to keep this as entertaining as possible,1
the rain makes me  bc its cooled down however if it rains like this tomorrow i will be,1
leaving now wish me luck and hope i dont die in a car accident,1
deep breath smile on my face and ready to work my butt off at super cherry pop no tiger stripes this week  but workin for tigerheat,0
shopping with sis and alex i dont feel like shopping when on vacation,0
ooh super violent im sorry to hear that,0
im watching turkey  quali again  ej seems more likeable this weekend,1
listen to my music  wwwreverbnationcomandrewdooley,1
went to dinner at red robin to celebrate his birthday with his family  thanks to everyone for all the birthday comments and messages,1
im going to miss jay leno on the tonight show,0
like clockwork cpingcom is down  am gmt,0
i wish nicole anderson had a twitter,0
hah have fun sleeping  hope you feel better soon,1
hi my bad that i did not folla you back i set this one up to follow porn stars but i will folla you to,1
the infamous nintendoboycom site has a new hd video after such a long hiatus watch it,1
hahah if you had to promote that load of bollocks youd probably want to eat your own foot too,1
super sunny and therefore super happy,1
gah i love mangoes i want too bad they dont suit me,0
waynehead,1
im generally whiling away,0
applying his eyeliner in preparation for esut  girls dont like me,0
on my last full week of school next week exams,0
cant afford to see angels and demons so i watched it for free,0
thank you,1
its a public holiday tomorrow yay  i hate being picked on for such a silly thing as handing you coffee  stupid bosscow xx,1
i will always sucks without you,0
going outt for supper tn    happy mothers dayy,1
and now she sleeps again i can see kittens moving hard in her belly but all she does is sleep think i need the vet now,0
with his tiny netbook  bigger or smaller than yours,1
im very upset with wmp  in windows  coz the now playing option is no more there,0
im currently listening to taylor swifts album fearless  i so much love her and her songs,1
i think your elbow fives might just change the wordl  o  hahaha,1
big headache but rollercoasters are insanely fun  i conquered the titan,1
i wanna watch some moovvvieess but i have to study d but im going to the mall soon,1
why wont anyone follow me,0
going to the car show today cant wait,1
morning  got up a bit later today,1
up early as helllol  plus a migraine yuk  anyways at work lsaving away as always    whats up,1
im sad im not at home i cant do the  update on my iphone yet  updating s though,0
still having problems getting a pic on profile,0
love the sense of humor esp your hair,1
is still studying for her test tonight,0
still cant believe kate gosslin hit lean,0
so like a dum dum i left my books in the bag i had to check inwith hopes that i was going to carry it on,0
haha why thanks,1
i dont know why i always click on your doughnut pictures lol i always end up wanting one,0
no matter how many times you watch it  i still cry,0
well im outgoodnite,1
that cycorder is not there cant find it,0
sad computer ambushed computer fail joseph sad,0
the boys are fine i lost a kitten tho kinda bummed  the only girl,0
watching boys over flowers  work the day is officially complete,1
did you notice how you use your facebook status updates like it is twitter,1
bad day,0
starvin that free veggie burger  lunch aint do nuthin  me   hmmm sonics wld b good tho,0
arghh how annoying i suppose an extra day isnt going to hurt  yes would be interesting to know why,0
going to school in  minutes,0
got back from hastingsbexhill last night  brill wknd got a little bit burnt  ooops,1
sorry to break that to you,0
you really make me want to puke you have absolutely nothing you just dont realize it yet,1
where are you,0
i have a crush on conan obrien hes a cutie,1
we can practice in the library again  remember when we learned russian ohhhhhhh the days,1
enjoying the quiet i have learned to chrerish the quiet moments  they are difficult to come by with  children,1
thank you for inspiring me once again love the new album,1
thanks your comparing was pretty damn good too  all the interviews will be up on  all others tbc,1
guess i dont live,0
lovely day in abingdon driving to north yorkshire as soon as weve got everything together hope sun stays with us,1
it will be better after fathers day when we meet up in florida  haha hows everything will you,1
cant find my eurotrip dvd,0
youre quite kicked about it,1
awesome scifi original movie bone eater sure to be a classic,1
whaaa,1
really thats something new cant wait,1
june th and th,1
yup the quotfilling stationquot ours at home closed down though,0
uhh sorry bout that i joke i joke thankfully i havent gotten those tweets,1
thanks guys seems a bit too hard to get out there right now so we not go there this time,0
ah  why all the fun when i am away,0
and to make it worse    he is snoring,0
doesnt enjoy learning css,0
watching bobjenz susan boyle parody on youtubeagain my va jay jay lol lol,1
is needing to clean his roombut not really wanting toim so lazy,1
miss you guys too,0
lets embrace the heat of jakarta by jemur karpet hahaha  another tweet ibuibu,1
oh okayyy  thank youuu you can be the ninang haha,1
its goin welli see u still didnt order it tho,0
i know  stupid isnt it och well lesson learned,1
i miss bestfriends  one month of holiday,0
hugs no real friends  and i was in track and always came in last,0
ree i love you regardless of how much you goop me with compliments but i love them coming my way anyway  thank you,1
oh sweet  i just got a birthday card from you i have the best family thank you,1
wasted and blowedstill in my system,0
going to the grove park inn for lunch,1
my bff  just arrived from atl yah about to visit and catch up,1
shit i slept a ton yesterday bec of migraine my meds flat knock me out for most of an entire day,0
mcfly evolution for the th time round,1
yep its over now theres a beautiful double rainbow i did survive it was quite exciting  mum was more scared than me,1
working on a sunday no tango today,0
success bridget erica and myself went out tonight we were show stopping all the way,1
freaking out a bitcrossing my fingers that things will work out ok,0
yeah and flock of seagulls haircuts,1
perceiving the crawling pace of summer days passing all year i wait for summer yet at its arrival i wait for its departure,0
hahaha thanks babe  i willll fuck i love my milo i cant go a night without it literalllly  lt im that much in love,1
stuck at home with no car while my oldest daughter took my car to take the sat againgoing for a higher score than,1
hey there  agnes xd how is life like as a penguin,1
thinks a final score of    is so disappointing,0
it was great and in the morning ill go outcity wone of my friend well make some biker riders woohooo,1
damn no one das messed up ppl only watch out for theirselves these days,0
starving and calling up for domino pizza yummy,1
interesting that its against googles tos to use a pop account to grab all the emails from your gmail accountaccount might get locked,0
i need me one of those,1
i wonder how long credits take to show up on your online banking i have chase so who knows,0
ugh just finished the hw im in bed ampamp just realize i missed jonampkate plus  the best show,1
do you love me  ballas hough band,1
ive been looking for an arabic translation for feeds for a whilefollowing you is useful in unusual ways,1
high school musical  quot you can do it just know that i believequot sing haha this ish is gonna be fun,1
was too tired to take the third subject test in spanish ttyl columbia  sup northwestern,0
dont get too stuck on the cover haha yeah its very hott cant get my eyes off of it,1
wish i could  but im in england  xx,0
sweet rockets got a few then lol,1
single is sexy hahaha on our gothic themed party,1
finally intranet ive missed yooo,1
u guys ever been to ny i have not,0
thats the problem was no plan failed to think it thru properly not enough sleep perhaps i need a nap,1
ok im alive and awake  need to go see clients tomorrow too so no deep sleep for me yet,0
is working on getting my new laptop up and running should take the rest of the day,1
ugh tooo hot fell asleep in the sun for  hours without sunblock on so now im uncomfortable and sunburnt,0
aaw no she found out thats sucks  well i hope you can still have twitter but if you cant,0
im sad the lakers lost today  they got too confident,0
ps you write good articles too,1
thats no good i hope he gets out soon,0
hey sonja i just wanted to let you know you and your daughter are such a beautiful women and hope that you follow me,1
love your tattoo,1
got my phone taken away for having an quotattitudequot but i just stole it back shhh,1
i got  big sisters  of them loves me the other is acting different,0
just curious as to why you arent following  you helped score him some votes just not enough for last week,0
wow went to timmies to use my card from work only to find it has  on it thats a biig lot of good french vanilla cappos thx,1
yep yep and there will be a next time,1
hunting new shoes,1
ah thats so cool that you are going to your st headlining concert good luck i get to see ya in phoenix on may st,1
im sorry to hear that i hope all works out well,0
youre such a dick im gonna have nightmares  you know that was scary as shit haha,0
kayso the roxy was packed but it was enjoyable lt i saw matt prokop and stared at him like a freak  and when i was gonna go talk to him,0
im bored amp apparently everyone hates me tonight,0
im really not good enough for anything,0
jealousjealousjealous about everything haha not fair,0
so im out  should i take pic so u guys can see how its looks like in  my backyard,1
its not the same watching them without youi miss double deuces,0
hello world head is banging oweeee  britney was fab having beans on toast then headin into work welcome home  missed yoooouuu,0
ah i have to study hun and feel so bored to do so too meh,0
got to learn for two exams this weekend english  math  but looking forward to the wwdc keynote on monday,0
damn you   thats properly unfair,0
thanx for the post amp the warm wishes enjoy ur day,1
not panicking yet but i wouldnt even give myself an excellent in morphology,0
yeah right,1
is fed up fed up fed up fed up it feels like we never get a break,0
is  work,0
aaah lucky you  ill tell my gf that she has to work at a supermarket too,1
im sad to miss baccalaureate mass today,0
im going to miss janers so much,0
im afraid about the electricity the bulbs are blinking here will go off anytime i was rushing with some pending jobs,0
good day  enjoy lt,1
cold  sick  tired  why does the weekend go so fast,0
luv ur tweets they cheer me up at this difficult time moms not doing well dont know what nxt few wksmths will bring,0
im sensing a much needed trip to dead city were setting up the home studio this week too  even more reason to join us,1
h instead of  minutes to get back into brussels from the south,0
nquil is my friend  im soo sick of being sickok im done with this now,1
i got close  woohoo liam,1
i just saw a wee group of neds batter a wee guy  luckily the police turned upthey ran off amp police didnt bother chasing em,0
,0
is going to live in flip flops all weekend oh yeah and they just caught a bear behind my house  for real,1
im still programmed to wake up at six  pete and me as robots,0
yes thank you very much it took some time but i did find the side bar view in the end,1
sorry charlie  hopefully you can make it next week,1
gah coming to school today still feel like crap,0
downloaded photoscape though it doesnt work on macs  going to have to turn on my crappy computer,0
im now following you too,1
nah it is meeting with major hospital group and major medical funder  ill have to organise dbn sometime,1
new polymer that changes color instantly in response to external magnetic field soon they can make man disappear,0
on the phone with my man  some tv then beed  night night twitter buddie xox,1
thanks for the follow friday,1
thanks,1
sitting at my cousins high school graduation so boring,0
poor  had to spend the day at the vet his little kidneys are acting up,0
holy eff working until p is gonna be the death of me  im too spoiled for this boo,0
oh omd thats sooo close thats so sad  jeez traffic can be pretty annoying,0
you never know  there was a quotlottapianosquot tour,1
ohh st drop by    blogratingscom,0
indeed cheap wings is always a great idea    it was good to see you guys again,1
zshare dont never work for me,0
im very sad,0
lol well nothing wrong with that enjoy your vin et trashy tv,1
party weekend,1
my back shoulder jaw and leg hurt  and ive had a hard time sleeping,0
visit me at work please  kinda boredno that was a lie i am really bored,0
kirsten is never up in the morning and i think she is mad at me,0
it does seem like block party is done,0
lex loves calla please say it lo quotkahlaquot  h,1
ooo treated to the grand luxe then headed to the water tower,1
music iced passion tea gorgeous weather this feels like heaven,1
cant wait for everything to be over,0
i agreekids get so sad when theyre sick,0
getting ready for  classes this morning and connect group tonight,1
nothing,1
morning  whoops managed to kill another bloody plant in the garden,0
last tweet for the night  vote for  here  and with that same determination,1
thank you,1
photo  i love her people are haters,0
righttherefore im doomed,0
i have i one but havent met anyone alse with one yet,0
jealous and impatient,1
the new moon sneak peek is amaaazingg,1
yeah i hope shes ok not a nice thing to happen,0
annoyed that my tweets with pics are not showing up   premiere whos tweeting the show,0
enjoying the public holiday  at the office,0
is still a little sick and doesnt really feel like going to work tomorro,0
wadup sings missed u somehow lol,1
when i read freezing i think of  degrees its april here and it wont stop snowing,0
wants to watch jigoku shoujo live action,0
the damn stop button is in between the play and pause button i keep hitting stop,0
quite bored reallyyy  on the phone to my baby  x,1
im off to bed now  thank god tomorrow is friday  good night,1
yes but i can play while i work with this iphone i smashed my screen on sat  ok add me in facebook lady vivienne mccourt,0
omgggg this is such a sad video   dont watch if youre a sap like me,0
you should bring sonic here the northwest would love to have sonic,1
heading to thorntown,0
and im going to offline for long time  hope i will have gprs connection in my village so that i can tweet,0
soooooo jealous  lol  i just sat through hours of dance recital madness  no  for me night and i am sooo close to camden,0
uh oh  but is that not good its not got a hidden meaning or anything that i dont know about has it,0
haha dont make yourself too tired though haha classes are about to start,1
i seriously think some things wrong with my eyes now really eye doctor please,0
but i need a buddy more than you,0
just got out of the shower  now im changing my lip rings,1
sims   sims   sims   i need it nooww  hahaa,0
they all stopped doing drugs,0
we cant even get in on the interneti seriously doubt it ever makes it to the iphone,0
doing pretty good as well still in romania enjoying life,1
and again,1
just finished part  of my pep has taken me ages due to not being able to copy and paste,0
playing on facebook,1
is ready for the weekend  i need to get out and do some gardening,1
lol she is definatley insaneif you couldnt tell from the start then you wernt paying much attention ppl,1
i miss my crush,0
grrrrrrrrrrr sorry bb hope its sorted soon  btw thank you so much for the birthday wishes youre a doll xoxo,0
im sorry for that,1
sorry to hear that,0
ahhh i want to go to brissy  any particular reason why you are going,0
i wish that i could take a journey through your mindamp find the emotions that you always try to hide   goodnight,1
haha i see and who is the horny kitty,1
aww thats sweet my date just backed out  better offer i guess,0
avril lavigne  keep holding onlove it,1
omgi cant belive what i doi send a gift on facebook to my crush and i say quoti just want to say that im not in love with uquotbut i am,0
thanks sunscreen already purchased,1
absolutely wasnt knocking it but the disclaimer to check ugss first is a definite must,1
i hovertoilet seats are alway wet with the flush spraytoo yukky,0
gmail is down im screwed i need to download something before a meeting,0
perv the lovins awesome   tho we both have work today  boo,0
just i need at my  true friends i dont wanna a bad friends,0
quotonly a life lived for others is a life worthwhilequot,1
awwww ur sooo sweet,1
you should show picket fences again i love that show one of my favourites cute little holly marie combs in it,1
what a day  and it all started with spilling hot chocolate and speaking french couldnt have been better though,1
such an unproductive day but super excited for phantom tonight,1
aww thanks babe,1
yea exactly have a good day  at school,1
tonight just confirmed it  goodnight all,1
im drinking with my friends,1
haha i caught that wave,1
its doing that thing where im not getting tweets on my cell,0
the last time i wore these shoes i was standing in the desert,0
going to see a man about a  guess i need now is a leather mask,1
i should organize my flickr as well sigh,1
i am that way inclined are you am still cant sleep ah boo,0
packing is nearly complete,1
decided that this would be my last week off before i start looking for a job seriously pdi still hasnt called me,0
hmm  watchhhh  spongebob movieeeee          imwatchingthatrightnow  l              xx,1
some of my clothes come tmr,1
thats terrible so sad to think about,0
i think my ears are broke,0
thank you,1
playing nostale waiting for my kids to get up and hoping that itll be an nice daytoday,1
why thank you love your bio too look forward to your tweets was just in sf last week wild energy in the bay,1
morning tweoples hope everyone enjoys their monday got to work early today  migrane and all star employee ehh lol,1
note  selfdont trust your phone when writtin bars you might just lose them,0
i wish i could do math it is impossible for me,0
youre life is so great kathy lucky girl,1
you still get lastfm  my account expired last month or something,0
leavin the rside soon im actually gunna miss it,0
i hate i miss my am walk with my  partners   flights it is,0
its friday  looks like a goodie,1
lo lamar odom is lookin pretty good this game  im almost sorry for all those times i called him lamar scrotum  keyword  almost,1
hi there  hope youre having fun at university hehe just wanted to tell you that i love your new background,1
i want to swim in the pool but i had my laundry picked up last night  no towel no swimming stuff,0
is watching a young red devils team hopefully we can win,1
not feeling very well at all  think im gonna be spending a day in bed,0
what are you doing fui devolver a fantasia,0
its not fair bgts on and i have to go to a th do,0
about to head to mcds for  year olds birthday lunch then off to work,0
why cant i sleep at night like every other normal person,0
i really wanna go see wisin amp yandel and dance dance dance  theyre supposed to be coming to san diego sometime soon lets hope,0
what is sitc if its close i will try to get there,1
had a great weekend with my favourite fella  i so hate this back to reality feeling,0
tonight my world turned upside down  but i am ok and hopefully i will be back out there,0
i voted for you  times haha respondd haha love u sooooooo much tay tay  lt,1
i think im gonna love the sound of the new recordi adore prog rock we love you xo fia,1
i tried that amp wen i comd out the curls my hair was too str  they sed id have to have them sew the lox in so id hav ta be all in,0
either going to switch tonight or dress shopping for the formal on friday,1
waiting on the rain to stop,0
yes google reader is down and so is gmail,0
slow and steady always wins the race  just ask the tortoise    i lt you too,1
commercials are tweet time when youre watching tv in realtime,1
i now know everyone you stalk,1
aww poor frank  im so sad for you i promise it gets better,0
wants his  already why friday,0
is home and cleani love festivals,1
where were you guys at  try to use lockinfo but the weather doesnt show up any tips,1
i love the fact that at this company being called a skiver is a good thing,1
seriously why do people cut their cut  oclock in the morning now i cant go back to sleep,0
is watchin her burger n chips being cookd lol  x,1
lets go orlando ya girl is feeling good off the xrated,1
in all the new pitches i makecoz i was thr st startup sati use ur wordinhow ur target audi is diffn all tht,1
lol same here man well im glad you still have time to drop by and hang out with us buddy,1
most awkward reunion w college friend him recognizing me on the hip adductor  not being able to gracefully bring legs in,0
no problem at all  i hope its working for you soon tech problems are the worst,1
quotif i did have tumor id name it marlaquot watching fight club,1
lookin forward to the day i have enough energy to stay up past  on a fri nite  not since    will i ever have those days again,0
i love my blackberry,1
dear god its overwhelming now i get why they call me fruity  wow that was corny,1
wooo youre welcome,1
says please dont try and call me on my mobile today as ive managed to seal it in another room while the decorator is here clever me,0
next album project weve got final fantasy iv and donkey kong country  tributes both due this year,1
up since  going to be a looooong day,0
i love love love my little peanut  feeding him,1
i still need a date for may st  xmen origins wolverine was supposed to go w but he saw the premiere last month,0
hugs span  hope tomorrow is a better day x,0
haha you are soo right   and look where i am,0
yeah  maybe not on the level of kutcher but certainly some part of the twitterati  you have like  followers,1
just spent a ton of time with the rromate it was great felt like old times,1
going to bed and tomorrow showing mo the awesome apartment we found,1
still feral   its impeding on my eating plans too not cool,0
i feel like someone threw sixteen basketballs at my head consecutively then made me scream for two hours straight,0
yikes stripes,0
never used to have to do this and used to get loads of flowers and courgettes but last  years crap,0
finally home  books   bucks and i got a new iphone resyncing everything is a bitch,0
i hate when cars headlights are more white then yellow i cant see,0
i played the lotto for the first time yesterday won bugger all,0
o man i gotta get pretty again fro work tonight sigh i dont want too  come visit me tonight  luxe lounge,0
well i have sneaky fieldmouse in my house that scutters around like an alien in my house,0
sleeping now exam in the am,0
im just realizing friends is over,0
hey  not fair drakes not there   treysongz live gt,0
light gayee,0
wait i dont get an invite either wtfim hurtnow u owe me and andrea,0
coming offline to whatch scream bye bye twitter,1
goodnight world gonna go sleep nowhave a pleasant evening,1
i was supposed to be there today but plans change  have fun being home  x,0
the one chicks profile cracked me up  dont read it thoughyoure under age,1
im back in july id like to plan a happy hour or something,1
whoa ill start bracing myself now  cant wait really,1
i do not know this band does that make me uncool if so am i cool because uncool is the new cool my head hurts  xxx,0
not feelin the love ddub  thx for rubbin salt in the woundsas my  year old would sayquotowwiequot,0
hiya is it raining by you  its really bad by us  i hate rain  x x,0
morning everyone   hours sleep yay,1
i am excited,1
so far so good,1
good morning to you do well its  pm here so its not really morning but for you it is  have a great day,1
damn placei hate it,0
missed the beach today  now the cables out which means no charmed,0
its on,0
my phone is broke  too bad i could have been sending you exciting tweets today on how the city elections are going election judge day,0
i am here,1
newport for the day,1
